loci_ID	Signal	including_genes
152	1	ENSG00000120029,ENSG00000166189,ENSG00000224302,ENSG00000229629,ENSG00000198728,ENSG00000148840,ENSG00000166197,ENSG00000119915,ENSG00000107859,ENSG00000107862,ENSG00000077150,ENSG00000059915,ENSG00000107872,ENSG00000107874,ENSG00000202569,ENSG00000269609,ENSG00000120055,ENSG00000138111,ENSG00000138107,ENSG00000273262,ENSG00000107882,ENSG00000228657,ENSG00000207029,ENSG00000272933,ENSG00000171206,ENSG00000138175,ENSG00000156398,ENSG00000166272,ENSG00000252994,ENSG00000148795,ENSG00000213061,ENSG00000236937,ENSG00000282772,ENSG00000166275,ENSG00000270316,ENSG00000283337,ENSG00000214435,ENSG00000235266,ENSG00000286575,ENSG00000272912,ENSG00000148842,ENSG00000278498,ENSG00000076685,ENSG00000237827,ENSG00000213277,ENSG00000229256,ENSG00000235376,ENSG00000148798,ENSG00000156374,ENSG00000212413,ENSG00000148835,ENSG00000173915,ENSG00000283867,ENSG00000148843,ENSG00000138172,ENSG00000273485,ENSG00000234699,ENSG00000185933,ENSG00000183128,ENSG00000235470,ENSG00000107954,ENSG00000226431,ENSG00000287419,ENSG00000107957,ENSG00000273108,ENSG00000222503,ENSG00000280693,ENSG00000260461,ENSG00000107960,ENSG00000065613
153	1	ENSG00000222436,ENSG00000252574,ENSG00000200217,ENSG00000232728,ENSG00000237242,ENSG00000270333,ENSG00000270294,ENSG00000224907,ENSG00000108039,ENSG00000272160,ENSG00000203876,ENSG00000148700,ENSG00000226734,ENSG00000119950,ENSG00000228417,ENSG00000214067,ENSG00000119953,ENSG00000273143,ENSG00000237642,ENSG00000138166,ENSG00000233518,ENSG00000108055,ENSG00000223302,ENSG00000203867,ENSG00000252036,ENSG00000199364,ENSG00000203497,ENSG00000232470,ENSG00000150593,ENSG00000284482,ENSG00000214413,ENSG00000278601,ENSG00000270589,ENSG00000108061,ENSG00000234118,ENSG00000221214,ENSG00000150594,ENSG00000213247,ENSG00000237618,ENSG00000227851,ENSG00000230809
154	1	ENSG00000270902,ENSG00000230131,ENSG00000225152,ENSG00000286344,ENSG00000234542,ENSG00000154478,ENSG00000121898,ENSG00000231138,ENSG00000234677,ENSG00000287768,ENSG00000213438,ENSG00000288757,ENSG00000232334,ENSG00000182022,ENSG00000065154,ENSG00000229544,ENSG00000271434,ENSG00000107902,ENSG00000229455,ENSG00000258539,ENSG00000189319,ENSG00000278831,ENSG00000233334,ENSG00000203791,ENSG00000199466,ENSG00000165660,ENSG00000207494,ENSG00000214807,ENSG00000289280,ENSG00000249456,ENSG00000019995,ENSG00000226899,ENSG00000175029,ENSG00000273599,ENSG00000264572,ENSG00000282787,ENSG00000214298,ENSG00000233135,ENSG00000237675,ENSG00000175018,ENSG00000214297,ENSG00000228021,ENSG00000224023,ENSG00000280561,ENSG00000234134,ENSG00000107938,ENSG00000236991,ENSG00000154485,ENSG00000188690,ENSG00000265092,ENSG00000107949,ENSG00000089876,ENSG00000277371,ENSG00000222629,ENSG00000203780,ENSG00000234016,ENSG00000233409,ENSG00000222740
155	1	ENSG00000108001,ENSG00000237489,ENSG00000277218,ENSG00000233122,ENSG00000233319,ENSG00000108010,ENSG00000236303,ENSG00000276375,ENSG00000222997,ENSG00000285529,ENSG00000264803,ENSG00000176769,ENSG00000230098,ENSG00000189275,ENSG00000286295,ENSG00000280446,ENSG00000283095,ENSG00000175470,ENSG00000176171,ENSG00000277959,ENSG00000273521,ENSG00000279982,ENSG00000188385,ENSG00000235010,ENSG00000151640,ENSG00000165752,ENSG00000148814,ENSG00000171813,ENSG00000231705,ENSG00000234311,ENSG00000180066,ENSG00000226900,ENSG00000229081,ENSG00000068383,ENSG00000148826
156	1	ENSG00000182272,ENSG00000184363,ENSG00000185187,ENSG00000185101,ENSG00000243562,ENSG00000174915,ENSG00000255237,ENSG00000023191,ENSG00000288033,ENSG00000254739,ENSG00000174775,ENSG00000161328,ENSG00000185522,ENSG00000254815,ENSG00000099849,ENSG00000247095,ENSG00000199038,ENSG00000070047,ENSG00000185507,ENSG00000099834,ENSG00000070031,ENSG00000069696,ENSG00000177030,ENSG00000255158,ENSG00000177106,ENSG00000177042,ENSG00000269915,ENSG00000177156,ENSG00000177225,ENSG00000255284,ENSG00000279672,ENSG00000255142,ENSG00000184524,ENSG00000177542,ENSG00000288675,ENSG00000177595,ENSG00000177600,ENSG00000199785,ENSG00000177666,ENSG00000255108,ENSG00000177685,ENSG00000177697,ENSG00000177700,ENSG00000214063,ENSG00000250397,ENSG00000177830,ENSG00000183020,ENSG00000222561,ENSG00000184956,ENSG00000254872,ENSG00000198788,ENSG00000215182,ENSG00000286275,ENSG00000117983,ENSG00000255177,ENSG00000275669,ENSG00000078902,ENSG00000255153,ENSG00000287935,ENSG00000285985,ENSG00000174672,ENSG00000285581,ENSG00000182208,ENSG00000184545,ENSG00000233930,ENSG00000205869,ENSG00000205867,ENSG00000196224,ENSG00000241598,ENSG00000185940,ENSG00000231487,ENSG00000205866,ENSG00000205865,ENSG00000227306,ENSG00000205864,ENSG00000244242,ENSG00000250644,ENSG00000117984,ENSG00000235027,ENSG00000229512,ENSG00000287484,ENSG00000230834,ENSG00000230980,ENSG00000230080,ENSG00000149043,ENSG00000130598,ENSG00000130592,ENSG00000264493,ENSG00000249086,ENSG00000284594,ENSG00000283787,ENSG00000229671,ENSG00000130595,ENSG00000214026,ENSG00000226416,ENSG00000232987,ENSG00000130600,ENSG00000275266,ENSG00000284010,ENSG00000274866,ENSG00000167244,ENSG00000284779,ENSG00000240801,ENSG00000129965,ENSG00000207805,ENSG00000099869,ENSG00000254647,ENSG00000180176,ENSG00000265258,ENSG00000183734,ENSG00000110665,ENSG00000064201,ENSG00000207308,ENSG00000238184,ENSG00000236264,ENSG00000199550,ENSG00000110651,ENSG00000184281,ENSG00000230483,ENSG00000070985,ENSG00000053918,ENSG00000269821,ENSG00000275666,ENSG00000276105,ENSG00000276494,ENSG00000276015,ENSG00000236041,ENSG00000229414,ENSG00000237941,ENSG00000274740,ENSG00000129757,ENSG00000254827,ENSG00000110628,ENSG00000181649,ENSG00000205531,ENSG00000207008,ENSG00000183562,ENSG00000110619,ENSG00000247473,ENSG00000201616,ENSG00000285644,ENSG00000236710,ENSG00000021762,ENSG00000234791,ENSG00000182170,ENSG00000236301,ENSG00000184350,ENSG00000224513,ENSG00000236987,ENSG00000276951,ENSG00000232390,ENSG00000273813,ENSG00000254592
305	1	ENSG00000286960,ENSG00000289116,ENSG00000254661,ENSG00000110693,ENSG00000284094,ENSG00000254878,ENSG00000213785,ENSG00000241943,ENSG00000110696,ENSG00000166689,ENSG00000199883,ENSG00000244398,ENSG00000184669,ENSG00000110700,ENSG00000272034,ENSG00000201403,ENSG00000011405,ENSG00000201586,ENSG00000240808,ENSG00000213779,ENSG00000070081,ENSG00000197149,ENSG00000285545,ENSG00000188211,ENSG00000187486,ENSG00000260196,ENSG00000006071,ENSG00000255035,ENSG00000287898,ENSG00000006611,ENSG00000188162,ENSG00000254586,ENSG00000255335,ENSG00000129152,ENSG00000129159,ENSG00000129158,ENSG00000255448,ENSG00000129167,ENSG00000166788,ENSG00000255254,ENSG00000166787,ENSG00000179826,ENSG00000255470,ENSG00000285562,ENSG00000254857,ENSG00000179817,ENSG00000255138,ENSG00000254546,ENSG00000189332,ENSG00000148965,ENSG00000255071,ENSG00000134339,ENSG00000200336,ENSG00000212789,ENSG00000173432,ENSG00000201695,ENSG00000110756,ENSG00000110768,ENSG00000264603,ENSG00000134333,ENSG00000256006,ENSG00000166796,ENSG00000256734,ENSG00000166800,ENSG00000074319,ENSG00000256464,ENSG00000256588,ENSG00000256361,ENSG00000289499,ENSG00000151116,ENSG00000274589,ENSG00000247595,ENSG00000256282,ENSG00000279837,ENSG00000179119,ENSG00000257043,ENSG00000151117,ENSG00000179057,ENSG00000254966,ENSG00000110786,ENSG00000286998
306	1	ENSG00000149089,ENSG00000110435,ENSG00000251862,ENSG00000289526,ENSG00000255521,ENSG00000026508,ENSG00000255443,ENSG00000251194,ENSG00000110436,ENSG00000255004,ENSG00000215380,ENSG00000255542,ENSG00000149090,ENSG00000254669,ENSG00000179431,ENSG00000254686,ENSG00000166326,ENSG00000285705,ENSG00000186082,ENSG00000285740,ENSG00000254919,ENSG00000179241,ENSG00000254672,ENSG00000255256,ENSG00000241228,ENSG00000263389,ENSG00000280321,ENSG00000110442,ENSG00000135362,ENSG00000254566,ENSG00000255186,ENSG00000255060,ENSG00000175104,ENSG00000280331,ENSG00000166349,ENSG00000175097,ENSG00000166352,ENSG00000254498,ENSG00000251838,ENSG00000242834
307	1	ENSG00000150244,ENSG00000255543,ENSG00000255283,ENSG00000255110,ENSG00000166007,ENSG00000254828,ENSG00000254663,ENSG00000254723,ENSG00000181961,ENSG00000181958,ENSG00000254891,ENSG00000255077,ENSG00000255493,ENSG00000255196,ENSG00000181950,ENSG00000255294,ENSG00000181943,ENSG00000254576,ENSG00000233301,ENSG00000181939,ENSG00000279514,ENSG00000172188,ENSG00000181927,ENSG00000174982,ENSG00000181903,ENSG00000254841,ENSG00000188439,ENSG00000254804,ENSG00000254457,ENSG00000186886,ENSG00000181837,ENSG00000279761,ENSG00000255019,ENSG00000186113,ENSG00000279395,ENSG00000186119,ENSG00000205030,ENSG00000205029,ENSG00000186124,ENSG00000255204,ENSG00000255499,ENSG00000254547,ENSG00000124900,ENSG00000227806,ENSG00000187612,ENSG00000167825,ENSG00000255416,ENSG00000254807,ENSG00000174970,ENSG00000214880,ENSG00000149133,ENSG00000182365,ENSG00000181785,ENSG00000184741,ENSG00000181780,ENSG00000225538,ENSG00000172154,ENSG00000254524,ENSG00000181767,ENSG00000255140,ENSG00000181761,ENSG00000254848,ENSG00000167822,ENSG00000254947,ENSG00000181752,ENSG00000255217,ENSG00000174957,ENSG00000230213,ENSG00000213604,ENSG00000254658,ENSG00000181718,ENSG00000172489,ENSG00000181698,ENSG00000181693,ENSG00000255461,ENSG00000280314,ENSG00000254722,ENSG00000255134,ENSG00000150261,ENSG00000172487,ENSG00000242208,ENSG00000172199,ENSG00000254903,ENSG00000255466,ENSG00000272987,ENSG00000279961,ENSG00000230416,ENSG00000284732,ENSG00000150269,ENSG00000174937,ENSG00000254752,ENSG00000181371,ENSG00000254411,ENSG00000254490,ENSG00000254660,ENSG00000254603,ENSG00000185701,ENSG00000255223,ENSG00000254834,ENSG00000166693,ENSG00000255012,ENSG00000255172,ENSG00000197866,ENSG00000254795,ENSG00000172464,ENSG00000172459,ENSG00000232511,ENSG00000238041,ENSG00000174914,ENSG00000254953,ENSG00000181325,ENSG00000172457,ENSG00000274770,ENSG00000286704,ENSG00000254825,ENSG00000181296,ENSG00000255485,ENSG00000205025,ENSG00000241356,ENSG00000255433,ENSG00000274150,ENSG00000181282,ENSG00000181273,ENSG00000255083,ENSG00000273228,ENSG00000283307,ENSG00000272676,ENSG00000273255
157	1	ENSG00000183908,ENSG00000134817,ENSG00000149115,ENSG00000254662,ENSG00000149136,ENSG00000109991,ENSG00000156575,ENSG00000186652,ENSG00000254979,ENSG00000134802,ENSG00000252070,ENSG00000222998,ENSG00000186907,ENSG00000255301,ENSG00000149150,ENSG00000265566,ENSG00000134809,ENSG00000214872,ENSG00000156587,ENSG00000240371,ENSG00000149131,ENSG00000254602,ENSG00000208009,ENSG00000166793,ENSG00000172409,ENSG00000156599,ENSG00000156603,ENSG00000288534,ENSG00000213593,ENSG00000213592,ENSG00000211450,ENSG00000254732,ENSG00000233436,ENSG00000198561,ENSG00000255303,ENSG00000255266,ENSG00000180714,ENSG00000254749,ENSG00000254601,ENSG00000186509,ENSG00000200817,ENSG00000279051
158	1	ENSG00000236541,ENSG00000255146,ENSG00000254853,ENSG00000255131,ENSG00000272685,ENSG00000172377,ENSG00000186508,ENSG00000272569,ENSG00000186513,ENSG00000197887,ENSG00000280204,ENSG00000180475,ENSG00000254589,ENSG00000172772,ENSG00000272900,ENSG00000255218,ENSG00000255431,ENSG00000255096,ENSG00000255333,ENSG00000197786,ENSG00000233499,ENSG00000273408,ENSG00000172769,ENSG00000172365,ENSG00000172362,ENSG00000285895,ENSG00000255299,ENSG00000198283,ENSG00000110031,ENSG00000186660,ENSG00000255073,ENSG00000269570,ENSG00000242689,ENSG00000280010,ENSG00000149124,ENSG00000197254,ENSG00000254926,ENSG00000289621,ENSG00000255265,ENSG00000156689,ENSG00000254717,ENSG00000166840,ENSG00000255523,ENSG00000255240,ENSG00000254877,ENSG00000255189,ENSG00000254786,ENSG00000254399,ENSG00000255151,ENSG00000288788,ENSG00000289635,ENSG00000189057,ENSG00000245571,ENSG00000255381,ENSG00000166801,ENSG00000110042,ENSG00000197629,ENSG00000263999,ENSG00000225802,ENSG00000254799,ENSG00000214797,ENSG00000254704,ENSG00000263944,ENSG00000235678,ENSG00000255386,ENSG00000176495,ENSG00000198261,ENSG00000172324,ENSG00000172320,ENSG00000166884,ENSG00000254466,ENSG00000204989,ENSG00000176200,ENSG00000172742,ENSG00000254770,ENSG00000287264,ENSG00000255008,ENSG00000255139,ENSG00000110048,ENSG00000264559,ENSG00000166889,ENSG00000255355,ENSG00000223223,ENSG00000172289,ENSG00000166900,ENSG00000254403,ENSG00000254743,ENSG00000255538,ENSG00000254477,ENSG00000234964,ENSG00000166902
159	1	ENSG00000134812,ENSG00000134827,ENSG00000285231,ENSG00000270929,ENSG00000284873,ENSG00000214788,ENSG00000285010,ENSG00000255393,ENSG00000149507,ENSG00000149516,ENSG00000255331,ENSG00000149534,ENSG00000254952,ENSG00000110077,ENSG00000110079,ENSG00000214787,ENSG00000275344,ENSG00000166926,ENSG00000166927,ENSG00000166928,ENSG00000166930,ENSG00000156738,ENSG00000071203,ENSG00000204979,ENSG00000283601,ENSG00000181995,ENSG00000166959,ENSG00000214782,ENSG00000166961,ENSG00000172689,ENSG00000255845,ENSG00000255959,ENSG00000256813,ENSG00000110104,ENSG00000183134,ENSG00000149506,ENSG00000110107,ENSG00000257052,ENSG00000256944,ENSG00000110108,ENSG00000256196,ENSG00000006118,ENSG00000110446,ENSG00000013725,ENSG00000207153,ENSG00000256733,ENSG00000110448,ENSG00000167987,ENSG00000279549,ENSG00000229859,ENSG00000229183,ENSG00000256220,ENSG00000256713,ENSG00000167992,ENSG00000167986,ENSG00000149476,ENSG00000162144,ENSG00000279246,ENSG00000149483,ENSG00000187049
160	1	ENSG00000149532,ENSG00000279632,ENSG00000256591,ENSG00000167985,ENSG00000240823,ENSG00000162148,ENSG00000255931,ENSG00000266006,ENSG00000204950,ENSG00000011347,ENSG00000279878,ENSG00000256443,ENSG00000250230,ENSG00000243742,ENSG00000255947,ENSG00000134780,ENSG00000124915,ENSG00000124920,ENSG00000134825,ENSG00000284108,ENSG00000168496,ENSG00000134824,ENSG00000289268,ENSG00000149485,ENSG00000284416,ENSG00000221968,ENSG00000277892,ENSG00000167994,ENSG00000200898,ENSG00000167995,ENSG00000167996,ENSG00000279491,ENSG00000244176,ENSG00000255553,ENSG00000254424,ENSG00000285656,ENSG00000149503,ENSG00000289194,ENSG00000236607,ENSG00000168515,ENSG00000124939,ENSG00000254404,ENSG00000124935,ENSG00000110484,ENSG00000197745,ENSG00000255213,ENSG00000255118,ENSG00000162174,ENSG00000254454,ENSG00000255126,ENSG00000149021,ENSG00000255446,ENSG00000124942,ENSG00000250659,ENSG00000257058,ENSG00000254772,ENSG00000255508,ENSG00000276102,ENSG00000289562,ENSG00000149016,ENSG00000149480,ENSG00000149499,ENSG00000254964,ENSG00000149489,ENSG00000149541,ENSG00000089597,ENSG00000185085,ENSG00000255432,ENSG00000278615,ENSG00000162194,ENSG00000214756,ENSG00000206597,ENSG00000204922,ENSG00000162191,ENSG00000177363,ENSG00000168000,ENSG00000234857,ENSG00000162188,ENSG00000214753,ENSG00000162222,ENSG00000185670,ENSG00000168002,ENSG00000267811,ENSG00000162227,ENSG00000168569,ENSG00000269176,ENSG00000185475,ENSG00000284535,ENSG00000162231,ENSG00000274066,ENSG00000162236,ENSG00000269463,ENSG00000252361,ENSG00000256690,ENSG00000283268,ENSG00000133316,ENSG00000222328,ENSG00000255717,ENSG00000277194,ENSG00000277846,ENSG00000278527,ENSG00000274544,ENSG00000275996,ENSG00000276788,ENSG00000275043,ENSG00000168003,ENSG00000168539,ENSG00000257002,ENSG00000241082,ENSG00000197901,ENSG00000285388,ENSG00000149452,ENSG00000256041,ENSG00000253547
161	1	ENSG00000197658,ENSG00000239924,ENSG00000196600,ENSG00000256847,ENSG00000256181,ENSG00000184999,ENSG00000149742,ENSG00000168004,ENSG00000275598,ENSG00000287412,ENSG00000133317,ENSG00000133321,ENSG00000133328,ENSG00000176485,ENSG00000203520,ENSG00000184743,ENSG00000270269,ENSG00000256789,ENSG00000133318,ENSG00000271100,ENSG00000188070,ENSG00000264519,ENSG00000168005,ENSG00000256280,ENSG00000072518,ENSG00000202089,ENSG00000167771,ENSG00000110583,ENSG00000207200,ENSG00000176340,ENSG00000256100,ENSG00000167770,ENSG00000133315,ENSG00000126500,ENSG00000256824,ENSG00000256481,ENSG00000256341,ENSG00000288852,ENSG00000289486,ENSG00000168439,ENSG00000149781,ENSG00000149743,ENSG00000149761,ENSG00000256116,ENSG00000110011,ENSG00000173511,ENSG00000173486,ENSG00000286264,ENSG00000173457,ENSG00000256940,ENSG00000257086,ENSG00000149782,ENSG00000002330,ENSG00000173264,ENSG00000182450,ENSG00000257069,ENSG00000207024,ENSG00000219435,ENSG00000173153,ENSG00000173113,ENSG00000126432,ENSG00000236935,ENSG00000168071,ENSG00000278359,ENSG00000162302,ENSG00000221273,ENSG00000231680,ENSG00000231492,ENSG00000181908,ENSG00000286816,ENSG00000232500,ENSG00000237363,ENSG00000168065,ENSG00000197891,ENSG00000110076,ENSG00000237410,ENSG00000289058,ENSG00000068831,ENSG00000068976,ENSG00000168066,ENSG00000269038,ENSG00000168067,ENSG00000133895,ENSG00000171219,ENSG00000110047,ENSG00000230835,ENSG00000229719,ENSG00000283926,ENSG00000284155,ENSG00000110046,ENSG00000274986,ENSG00000274314,ENSG00000068971,ENSG00000149735,ENSG00000168070,ENSG00000168062,ENSG00000213465,ENSG00000273003,ENSG00000278851,ENSG00000270775,ENSG00000110025,ENSG00000168061,ENSG00000168060,ENSG00000146670,ENSG00000162300,ENSG00000187066,ENSG00000149823,ENSG00000254501,ENSG00000149809,ENSG00000174276,ENSG00000255173,ENSG00000278952,ENSG00000149806,ENSG00000162298,ENSG00000149792,ENSG00000284489
162	1	ENSG00000254455,ENSG00000222477,ENSG00000255058,ENSG00000204710,ENSG00000255200,ENSG00000254614,ENSG00000014216,ENSG00000197847,ENSG00000287821,ENSG00000014138,ENSG00000285816,ENSG00000287917,ENSG00000149798,ENSG00000133884,ENSG00000289231,ENSG00000173825,ENSG00000255478,ENSG00000162241,ENSG00000126391,ENSG00000245532,ENSG00000278144,ENSG00000278050,ENSG00000277599,ENSG00000283791,ENSG00000275948,ENSG00000173727,ENSG00000289259,ENSG00000279243,ENSG00000286756,ENSG00000251562,ENSG00000270117,ENSG00000278217,ENSG00000274072,ENSG00000270526,ENSG00000142186,ENSG00000168056,ENSG00000279093,ENSG00000260233,ENSG00000173465,ENSG00000176973,ENSG00000289339,ENSG00000173442,ENSG00000173338,ENSG00000173327,ENSG00000197136,ENSG00000266041,ENSG00000213445,ENSG00000265874,ENSG00000173039,ENSG00000285533,ENSG00000239356,ENSG00000172977,ENSG00000172922,ENSG00000214659,ENSG00000255557,ENSG00000254470,ENSG00000172818,ENSG00000255120,ENSG00000255404,ENSG00000172757,ENSG00000172803,ENSG00000172732,ENSG00000172638,ENSG00000172543,ENSG00000172500,ENSG00000175602,ENSG00000175592,ENSG00000175573,ENSG00000175550,ENSG00000175513,ENSG00000175467,ENSG00000254867,ENSG00000175376,ENSG00000175334,ENSG00000175315,ENSG00000175294,ENSG00000175229,ENSG00000286459,ENSG00000087365,ENSG00000255038,ENSG00000175115,ENSG00000255320,ENSG00000174996,ENSG00000254461,ENSG00000254855,ENSG00000254762,ENSG00000174903,ENSG00000245156,ENSG00000254452,ENSG00000174871,ENSG00000174851,ENSG00000179292,ENSG00000289560,ENSG00000254458,ENSG00000174807,ENSG00000174791,ENSG00000254756,ENSG00000174744,ENSG00000174684,ENSG00000255468,ENSG00000174669,ENSG00000276918,ENSG00000254736,ENSG00000202317,ENSG00000254510,ENSG00000174576,ENSG00000201733,ENSG00000174547,ENSG00000254596,ENSG00000174516,ENSG00000255517,ENSG00000254986,ENSG00000256349,ENSG00000174483,ENSG00000286688,ENSG00000174165,ENSG00000248746,ENSG00000250105,ENSG00000174080,ENSG00000182791,ENSG00000173992,ENSG00000199325,ENSG00000239306,ENSG00000248643,ENSG00000173933,ENSG00000173914,ENSG00000173898,ENSG00000239553,ENSG00000173715,ENSG00000213409,ENSG00000254984,ENSG00000173653,ENSG00000173599,ENSG00000173621,ENSG00000239099,ENSG00000266423,ENSG00000173237,ENSG00000173227,ENSG00000283326,ENSG00000173156,ENSG00000173120,ENSG00000179038,ENSG00000287934,ENSG00000173020,ENSG00000172932,ENSG00000172830,ENSG00000287851,ENSG00000172613,ENSG00000175482,ENSG00000256514,ENSG00000274251,ENSG00000201684,ENSG00000175505,ENSG00000275484
163	1	ENSG00000239481,ENSG00000248671,ENSG00000254805,ENSG00000254972,ENSG00000255319,ENSG00000285933,ENSG00000158483,ENSG00000254978,ENSG00000214534,ENSG00000184276,ENSG00000252902,ENSG00000255157,ENSG00000254469,ENSG00000225805,ENSG00000228915,ENSG00000254593,ENSG00000137522,ENSG00000255296,ENSG00000137496,ENSG00000137497,ENSG00000251143,ENSG00000207012,ENSG00000263742,ENSG00000284922,ENSG00000184154,ENSG00000149357,ENSG00000284844,ENSG00000110200,ENSG00000110203,ENSG00000257075,ENSG00000256518,ENSG00000204971,ENSG00000255860,ENSG00000110195,ENSG00000165457,ENSG00000165458,ENSG00000165462,ENSG00000228286,ENSG00000285864,ENSG00000213365,ENSG00000162129,ENSG00000255843,ENSG00000256739,ENSG00000255672,ENSG00000256403,ENSG00000237408,ENSG00000238048,ENSG00000276109,ENSG00000274664,ENSG00000227467,ENSG00000186642,ENSG00000256633,ENSG00000272036,ENSG00000251919,ENSG00000255808,ENSG00000186635,ENSG00000256007,ENSG00000286555,ENSG00000245148,ENSG00000244134,ENSG00000214530,ENSG00000202522,ENSG00000265064,ENSG00000285693,ENSG00000168010,ENSG00000137478,ENSG00000206638,ENSG00000234751,ENSG00000289625,ENSG00000256568,ENSG00000215841,ENSG00000175591,ENSG00000260401,ENSG00000256347,ENSG00000171631,ENSG00000257038,ENSG00000110237,ENSG00000054967,ENSG00000256928,ENSG00000054965,ENSG00000256448,ENSG00000255786,ENSG00000256148,ENSG00000231726,ENSG00000270323,ENSG00000021300,ENSG00000175582,ENSG00000255928,ENSG00000256034,ENSG00000175581,ENSG00000199975,ENSG00000256681,ENSG00000181924,ENSG00000175575,ENSG00000256898,ENSG00000187726,ENSG00000255847,ENSG00000175567,ENSG00000287425,ENSG00000256189,ENSG00000256723,ENSG00000175564,ENSG00000168014,ENSG00000256098,ENSG00000214517,ENSG00000284736,ENSG00000280269,ENSG00000149380,ENSG00000206913,ENSG00000246211,ENSG00000165434,ENSG00000212961,ENSG00000254631,ENSG00000255440,ENSG00000264402,ENSG00000175538,ENSG00000254928,ENSG00000255444,ENSG00000254974,ENSG00000175536,ENSG00000254837,ENSG00000077514,ENSG00000254500
164	1	ENSG00000284722,ENSG00000171561,ENSG00000255395,ENSG00000137491,ENSG00000254475,ENSG00000255136,ENSG00000255460,ENSG00000261594,ENSG00000137486,ENSG00000254429,ENSG00000279117,ENSG00000254963,ENSG00000199090,ENSG00000149273,ENSG00000206941,ENSG00000207445,ENSG00000149243,ENSG00000158555,ENSG00000254460,ENSG00000149257,ENSG00000255326,ENSG00000171533,ENSG00000255434,ENSG00000254630,ENSG00000255280,ENSG00000166391,ENSG00000263993,ENSG00000247867,ENSG00000062282,ENSG00000254826,ENSG00000254814,ENSG00000255507,ENSG00000198382,ENSG00000200256,ENSG00000199362,ENSG00000255255,ENSG00000255081,ENSG00000223013,ENSG00000254915,ENSG00000255421,ENSG00000085741,ENSG00000254933,ENSG00000255362,ENSG00000137492,ENSG00000179240,ENSG00000201756,ENSG00000255135,ENSG00000158636,ENSG00000254755,ENSG00000255363,ENSG00000255479,ENSG00000254810,ENSG00000236304,ENSG00000137507,ENSG00000254975,ENSG00000204529,ENSG00000254632,ENSG00000182704,ENSG00000255100,ENSG00000261578,ENSG00000078124,ENSG00000254988,ENSG00000198488,ENSG00000149260,ENSG00000254550,ENSG00000137474,ENSG00000178795,ENSG00000224829,ENSG00000149269,ENSG00000268635,ENSG00000074201,ENSG00000238880,ENSG00000178301,ENSG00000048649,ENSG00000206816,ENSG00000254985,ENSG00000227376,ENSG00000255409,ENSG00000219529,ENSG00000087884,ENSG00000254459,ENSG00000254691,ENSG00000255449,ENSG00000241782,ENSG00000149262,ENSG00000255115,ENSG00000254829,ENSG00000151364,ENSG00000259112,ENSG00000254675,ENSG00000151365,ENSG00000151366
165	1	ENSG00000255005,ENSG00000254479,ENSG00000073921,ENSG00000200877,ENSG00000254699,ENSG00000254502,ENSG00000276669,ENSG00000288809,ENSG00000074266,ENSG00000283744,ENSG00000254783,ENSG00000255222,ENSG00000149196,ENSG00000239856,ENSG00000149201,ENSG00000254733,ENSG00000254727,ENSG00000278989,ENSG00000151376,ENSG00000254731,ENSG00000255250,ENSG00000150687,ENSG00000271318,ENSG00000197882,ENSG00000269895,ENSG00000255203,ENSG00000255471,ENSG00000280339,ENSG00000174804,ENSG00000246523,ENSG00000254748,ENSG00000166575,ENSG00000254843,ENSG00000279836,ENSG00000213287,ENSG00000270510,ENSG00000254582,ENSG00000255391,ENSG00000279701,ENSG00000278929,ENSG00000223015,ENSG00000283412,ENSG00000255183,ENSG00000279341,ENSG00000254650,ENSG00000255022,ENSG00000279793,ENSG00000285835,ENSG00000280307,ENSG00000254794,ENSG00000255516,ENSG00000255102,ENSG00000255241,ENSG00000206690,ENSG00000123892,ENSG00000279733,ENSG00000266581,ENSG00000109861,ENSG00000288018,ENSG00000249489,ENSG00000255082,ENSG00000207113
308	1	ENSG00000254751,ENSG00000255162,ENSG00000255285,ENSG00000168930,ENSG00000250946,ENSG00000166013,ENSG00000204455,ENSG00000254558,ENSG00000189253,ENSG00000255235,ENSG00000254617,ENSG00000254785,ENSG00000255055,ENSG00000223417,ENSG00000233802,ENSG00000254818,ENSG00000278837,ENSG00000255360,ENSG00000254655,ENSG00000204450,ENSG00000255305,ENSG00000237706,ENSG00000225581,ENSG00000255184,ENSG00000204449,ENSG00000254803,ENSG00000254916,ENSG00000223709,ENSG00000255011,ENSG00000254888,ENSG00000255009,ENSG00000254436,ENSG00000286665,ENSG00000207299,ENSG00000279299,ENSG00000077616,ENSG00000280385,ENSG00000110172,ENSG00000280367,ENSG00000261645,ENSG00000214391,ENSG00000266703,ENSG00000280430,ENSG00000221586,ENSG00000280085,ENSG00000279209,ENSG00000279438,ENSG00000254677,ENSG00000255070,ENSG00000255187,ENSG00000280124,ENSG00000278980,ENSG00000280093,ENSG00000255332,ENSG00000254961,ENSG00000278859,ENSG00000242248,ENSG00000165323,ENSG00000235547,ENSG00000249255,ENSG00000254705,ENSG00000244244,ENSG00000255506
