targetId	diseaseId	drugId	clinicalPhase	clinicalStatus	diseaseFromSource	isApproved	isComplex	actionType	mechanismOfAction	references	targetName	targetType	target	chemblId	phenotype_id
ENSG00000160867	MONDO_0004992	CHEMBL52885	1.0	Completed	Advanced Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf'], source='Other', urls=['http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL52885	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3184679	1.0	Completed				INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://openinnovation.astrazeneca.com/what-we-offer/compound/azd4547/'], source='Other', urls=['http://openinnovation.astrazeneca.com/what-we-offer/compound/azd4547/']), Row(ids=['22369928'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22369928'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3184679	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL377300	1.0	Completed	Gastro-Intestinal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['18288793', '18829493', '18288793', '18829493'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493', 'http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL377300	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3545376	3.0	Active, not recruiting	Urothelial Cancer	True	True	INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2019/212018s000lbl.pdf'], source='FDA', urls=['https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212018s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3545376	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3908979	1.0	Completed	Solid Malignancies			INHIBITOR	Fibroblast growth factor receptor 4 inhibitor	[Row(ids=['http://www.novartisoncology.com/ct/pipelineDetails?compound=FGF401&diseaseAcr=EST'], source='Other', urls=['http://www.novartisoncology.com/ct/pipelineDetails?compound=FGF401&diseaseAcr=EST']), Row(ids=['NCT02325739'], source='ClinicalTrials', urls=['https://www.clinicaltrials.gov/ct2/show/NCT02325739'])]	Fibroblast growth factor receptor 4	single protein	ENSG00000160867	CHEMBL3908979	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3184679	1.0	Terminated				INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://openinnovation.astrazeneca.com/what-we-offer/compound/azd4547/'], source='Other', urls=['http://openinnovation.astrazeneca.com/what-we-offer/compound/azd4547/']), Row(ids=['22369928'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22369928'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3184679	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL5314391	1.0	Completed	Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf'], source='Other', urls=['http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf']), Row(ids=['21613405', '21613405', '21613405', '21613405', '21613405'], source='PubMed', urls=['http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405']), Row(ids=['10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6'], source='DOI', urls=['http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL5314391	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3545376	2.0	Recruiting	Cancer	True	True	INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2019/212018s000lbl.pdf'], source='FDA', urls=['https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212018s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3545376	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3545376	2.0	Active, not recruiting	Urothelial Cancer	True	True	INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2019/212018s000lbl.pdf'], source='FDA', urls=['https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212018s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3545376	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3701238	1.0	Recruiting	Pediatric Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['33054456'], source='PubMed', urls=['http://europepmc.org/abstract/MED/33054456']), Row(ids=['https://cancerres.aacrjournals.org/content/80/22/4986'], source='Other', urls=['https://cancerres.aacrjournals.org/content/80/22/4986'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3701238	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL3963485	2.0	Completed	Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['10.1158/1538-7445.AM2014-1739'], source='DOI', urls=['http://cancerres.aacrjournals.org/content/74/19_Supplement/1739'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL3963485	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL1852688	2.0	Terminated	Hematologic Malignancies			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2021/214622s000lbl.pdf'], source='FDA', urls=['https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214622s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL1852688	ENSG00000160867
ENSG00000160867	MONDO_0004992	CHEMBL1852688	2.0	Terminated	Hematologic Malignancies			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['21936542'], source='PubMed', urls=['http://europepmc.org/abstract/MED/21936542']), Row(ids=['http://www.novartisoncology.com/ct/pipelineDetails?compound=BGJ398&diseaseAcr=GBM'], source='Other', urls=['http://www.novartisoncology.com/ct/pipelineDetails?compound=BGJ398&diseaseAcr=GBM'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL1852688	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL52885	2.0	Completed	Colorectal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf'], source='Other', urls=['http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf', 'http://www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL52885	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL274654	1.0	Unknown status	Colorectal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['10945623', '10945623', '10945623'], source='PubMed', urls=['http://europepmc.org/abstract/MED/10945623', 'http://europepmc.org/abstract/MED/10945623', 'http://europepmc.org/abstract/MED/10945623'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL274654	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL502835	2.0	Completed	Colorectal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2014/205832s000lbl.pdf', 'label/2014/205832s000lbl.pdf', 'label/2014/205832s000lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL502835	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL377300	1.0	Completed	Colorectal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['18288793', '18829493', '18288793', '18829493'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493', 'http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL377300	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL5314391	2.0	Terminated	Colorectal Cancer			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf'], source='Other', urls=['http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf', 'http://www.exelixis.com/sites/default/files/pdf/XL999_AACR-NCI-EORTCnov05.pdf']), Row(ids=['21613405', '21613405', '21613405', '21613405', '21613405'], source='PubMed', urls=['http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405', 'http://europepmc.org/abstract/MED/21613405']), Row(ids=['10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6', '10.1016/S1359-6349(04)80149-6'], source='DOI', urls=['http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496', 'http://www.sciencedirect.com/science/article/pii/S1359634904801496'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL5314391	ENSG00000160867
ENSG00000160867	MONDO_0005575	CHEMBL270995	3.0	Completed	Colorectal Cancer	False	True	INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['18288793', '18829493', '18288793', '18829493'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493', 'http://europepmc.org/abstract/MED/18288793', 'http://europepmc.org/abstract/MED/18829493'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL270995	ENSG00000160867
ENSG00000005844	EFO_1000906	CHEMBL2048028	3.0	Completed	Dry Eye Disease	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	2.0	Completed	Dry Eye Disease	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	2.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Recruiting	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Terminated	Dry Eye Syndromes	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Completed	Dry Eye Syndromes	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	3.0	Completed	Dry Eye Disease	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	3.0	Completed		True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0			True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Withdrawn	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	2.0	Completed	Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	3.0	Completed	Dry Eye Disease	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	2.0	Completed		True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000005844	EFO_1000906	CHEMBL2048028	4.0	Withdrawn	Contact Lens Dry Eye	True	True	ANTAGONIST	Integrin alpha-L/beta-2 (LFA-1) antagonist	[Row(ids=['26807723'], source='PubMed', urls=['http://europepmc.org/abstract/MED/26807723'])]	Integrin alpha-L/beta-2 (LFA-1)	protein complex	ENSG00000005844	CHEMBL2048028	ENSG00000005844
ENSG00000007171	EFO_0000685	CHEMBL114551	2.0	Completed	Arthritis, Rheumatoid			INHIBITOR	Nitric oxide synthase, inducible inhibitor	[Row(ids=['12631066', '14769784', '15778742'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12631066', 'http://europepmc.org/abstract/MED/14769784', 'http://europepmc.org/abstract/MED/15778742'])]	Nitric oxide synthase, inducible	single protein	ENSG00000007171	CHEMBL114551	ENSG00000007171
ENSG00000007171	EFO_0000685	CHEMBL114551	2.0	Completed	Arthritis, Rheumatoid			INHIBITOR	Nitric oxide synthase, inducible inhibitor	[Row(ids=['12631066', '14769784', '15778742'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12631066', 'http://europepmc.org/abstract/MED/14769784', 'http://europepmc.org/abstract/MED/15778742'])]	Nitric oxide synthase, inducible	single protein	ENSG00000007171	CHEMBL114551	ENSG00000007171
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	EFO_0001361	CHEMBL1370561	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL1370561	ENSG00000065989
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
